func_src,label,cve_id,cwe,repo,commit,language
"
	protected MapToBean createMapToBean(final String classMetadataName) {
		return new MapToBean(this, classMetadataName);
	}

	// ---------------------------------------------------------------- object tools

	/**
	 * Creates new type for JSON array objects.
	 * It returns a collection.
	 * Later, the collection will be converted into the target type.
	 */
	@SuppressWarnings(""unchecked"")
	protected Collection<Object> newArrayInstance(final Class targetType) {
		if (targetType == null ||
			targetType == List.class ||
			targetType == Collection.class ||
			targetType.isArray()) {

			return listSupplier.get();
		}

		if (targetType == Set.class) {
			return new HashSet<>();
		}

		try {
			return (Collection<Object>) targetType.getDeclaredConstructor().newInstance();
		} catch (Exception e) {
			throw new JsonException(e);
		}
	}

	/**
	 * Creates new object or a <code>HashMap</code> if type is not specified.
	 */
	protected Object newObjectInstance(final Class targetType) {
		if (targetType == null ||
			targetType == Map.class) {
",1,CVE-2018-21234,CWE-502,oblac/jodd,9bffc3913aeb8472c11bb543243004b4b4376f16,java
"
	protected Collection<Object> newArrayInstance(final Class targetType) {
		if (targetType == null ||
			targetType == List.class ||
			targetType == Collection.class ||
			targetType.isArray()) {

			return listSupplier.get();
		}

		if (targetType == Set.class) {
			return new HashSet<>();
		}

		try {
			return (Collection<Object>) targetType.getDeclaredConstructor().newInstance();
		} catch (Exception e) {
			throw new JsonException(e);
		}
	}

	/**
	 * Creates new object or a <code>HashMap</code> if type is not specified.
	 */
	protected Object newObjectInstance(final Class targetType) {
		if (targetType == null ||
			targetType == Map.class) {

			return mapSupplier.get();
		}

		ClassDescriptor cd = ClassIntrospector.get().lookup(targetType);

		CtorDescriptor ctorDescriptor = cd.getDefaultCtorDescriptor(true);
		if (ctorDescriptor == null) {
			throw new JsonException(""Default ctor not found for: "" + targetType.getName());
		}

		try {
//			return ClassUtil.newInstance(targetType);",1,CVE-2018-21234,CWE-502,oblac/jodd,9bffc3913aeb8472c11bb543243004b4b4376f16,java
"
	protected Object newObjectInstance(final Class targetType) {
		if (targetType == null ||
			targetType == Map.class) {

			return mapSupplier.get();
		}

		ClassDescriptor cd = ClassIntrospector.get().lookup(targetType);

		CtorDescriptor ctorDescriptor = cd.getDefaultCtorDescriptor(true);
		if (ctorDescriptor == null) {
			throw new JsonException(""Default ctor not found for: "" + targetType.getName());
		}

		try {
//			return ClassUtil.newInstance(targetType);
			return ctorDescriptor.getConstructor().newInstance();
		} catch (Exception e) {
			throw new JsonException(e);
		}
	}

	/**
	 * Injects value into the targets property.
	 */
	protected void injectValueIntoObject(final Object target, final PropertyDescriptor pd, final Object value) {
		Object convertedValue = value;

		if (value != null) {
			Class targetClass = pd.getType();

			convertedValue = convertType(value, targetClass);
		}

		try {
			Setter setter = pd.getSetter(true);
			if (setter != null) {
				setter.invokeSetter(target, convertedValue);
			}",1,CVE-2018-21234,CWE-502,oblac/jodd,9bffc3913aeb8472c11bb543243004b4b4376f16,java
"

	public MapToBean(final JsonParserBase jsonParser, final String classMetadataName) {
		this.jsonParser = jsonParser;
		this.classMetadataName = classMetadataName;
	}

	/**
	 * Converts map to target type.
	 */
	public Object map2bean(final Map map, Class targetType) {
		Object target = null;

		// create targets type
		String className = (String) map.get(classMetadataName);

		if (className == null) {
			if (targetType == null) {
				// nothing to do, no information about target type found
				target = map;
			}
		}
		else {
			try {
				targetType = ClassLoaderUtil.loadClass(className);
			} catch (ClassNotFoundException cnfex) {
				throw new JsonException(cnfex);
			}
		}

		if (target == null) {
			target = jsonParser.newObjectInstance(targetType);
		}

		ClassDescriptor cd = ClassIntrospector.get().lookup(target.getClass());

		boolean targetIsMap = target instanceof Map;

		for (Object key : map.keySet()) {
			String keyName = key.toString();",1,CVE-2018-21234,CWE-502,oblac/jodd,9bffc3913aeb8472c11bb543243004b4b4376f16,java
"
	public Object map2bean(final Map map, Class targetType) {
		Object target = null;

		// create targets type
		String className = (String) map.get(classMetadataName);

		if (className == null) {
			if (targetType == null) {
				// nothing to do, no information about target type found
				target = map;
			}
		}
		else {
			try {
				targetType = ClassLoaderUtil.loadClass(className);
			} catch (ClassNotFoundException cnfex) {
				throw new JsonException(cnfex);
			}
		}

		if (target == null) {
			target = jsonParser.newObjectInstance(targetType);
		}

		ClassDescriptor cd = ClassIntrospector.get().lookup(target.getClass());

		boolean targetIsMap = target instanceof Map;

		for (Object key : map.keySet()) {
			String keyName = key.toString();

			if (classMetadataName != null) {
				if (keyName.equals(classMetadataName)) {
					continue;
				}
			}

			PropertyDescriptor pd = cd.getPropertyDescriptor(keyName, declared);
",1,CVE-2018-21234,CWE-502,oblac/jodd,9bffc3913aeb8472c11bb543243004b4b4376f16,java
"
				else if (value instanceof Map) {
					// if the value we want to inject is a Map...
					if (!ClassUtil.isTypeOf(propertyType, Map.class)) {
						// ... and if target is NOT a map
						value = map2bean((Map) value, propertyType);
					}
					else {
						// target is also a Map, but we might need to generify it
						Class keyType = pd == null ? null : pd.resolveKeyType(true);

						if (keyType != String.class || componentType != String.class) {
							// generify
							value = generifyMap((Map) value, keyType, componentType);
						}
					}
				}
			}

			if (targetIsMap) {
				((Map)target).put(keyName, value);
			}
			else {
				try {
					setValue(target, pd, value);
				} catch (Exception ignore) {
					ignore.printStackTrace();
				}
			}
		}

		return target;
	}

	/**
	 * Converts type of all list elements to match the component type.
	 */
	private Object generifyList(final List list, final Class componentType) {
		for (int i = 0; i < list.size(); i++) {
			Object element = list.get(i);",1,CVE-2018-21234,CWE-502,oblac/jodd,9bffc3913aeb8472c11bb543243004b4b4376f16,java
"
	void setUp() {
		creator = new DataCreator();
	}

	@AfterEach
	void tearDown() {
		JsonParser.Defaults.classMetadataName = null;
		JsonSerializer.Defaults.classMetadataName = null;
	}

	@Test
	void testDeserializeNoIncludes() {
		JsonParsers.forEachParser(jsonParser -> {
			Person jodder = creator.createJodder();
			String json = new JsonSerializer().serialize(jodder);
			Person jsonJodder = jsonParser.parse(json, Person.class);

			assertNotNull(jsonJodder);

			assertEquals(jodder.getLastname(), jsonJodder.getLastname());
			assertEquals(jodder.getFirstname(), jsonJodder.getFirstname());
			assertEquals(jodder.getBirthdate(), jsonJodder.getBirthdate());

			assertEquals(jodder.getHome().getState(), jsonJodder.getHome().getState());
			assertEquals(jodder.getHome().getStreet(), jsonJodder.getHome().getStreet());
			assertEquals(jodder.getHome().getCity(), jsonJodder.getHome().getCity());

			assertEquals(jodder.getWork().getCity(), jsonJodder.getWork().getCity());

			assertEquals(jsonJodder, jsonJodder.getWork().getPerson());

			assertEquals(0, jsonJodder.getHobbies().size());
		});
	}

	@Test
	void testDeserializeWithPath() {
		JsonParsers.forEachParser(jsonParser -> {
",1,CVE-2018-21234,CWE-502,oblac/jodd,9bffc3913aeb8472c11bb543243004b4b4376f16,java
"
	void tearDown() {
		JsonParser.Defaults.classMetadataName = null;
		JsonSerializer.Defaults.classMetadataName = null;
	}

	@Test
	void testDeserializeNoIncludes() {
		JsonParsers.forEachParser(jsonParser -> {
			Person jodder = creator.createJodder();
			String json = new JsonSerializer().serialize(jodder);
			Person jsonJodder = jsonParser.parse(json, Person.class);

			assertNotNull(jsonJodder);

			assertEquals(jodder.getLastname(), jsonJodder.getLastname());
			assertEquals(jodder.getFirstname(), jsonJodder.getFirstname());
			assertEquals(jodder.getBirthdate(), jsonJodder.getBirthdate());

			assertEquals(jodder.getHome().getState(), jsonJodder.getHome().getState());
			assertEquals(jodder.getHome().getStreet(), jsonJodder.getHome().getStreet());
			assertEquals(jodder.getHome().getCity(), jsonJodder.getHome().getCity());

			assertEquals(jodder.getWork().getCity(), jsonJodder.getWork().getCity());

			assertEquals(jsonJodder, jsonJodder.getWork().getPerson());

			assertEquals(0, jsonJodder.getHobbies().size());
		});
	}

	@Test
	void testDeserializeWithPath() {
		JsonParsers.forEachParser(jsonParser -> {

			Person igor = creator.createJodder();
			Map map = new HashMap();
			map.put(""person"", igor);

			String json = new JsonSerializer().serialize(map);",1,CVE-2018-21234,CWE-502,oblac/jodd,9bffc3913aeb8472c11bb543243004b4b4376f16,java
"
	void testDeserializeNoIncludes() {
		JsonParsers.forEachParser(jsonParser -> {
			Person jodder = creator.createJodder();
			String json = new JsonSerializer().serialize(jodder);
			Person jsonJodder = jsonParser.parse(json, Person.class);

			assertNotNull(jsonJodder);

			assertEquals(jodder.getLastname(), jsonJodder.getLastname());
			assertEquals(jodder.getFirstname(), jsonJodder.getFirstname());
			assertEquals(jodder.getBirthdate(), jsonJodder.getBirthdate());

			assertEquals(jodder.getHome().getState(), jsonJodder.getHome().getState());
			assertEquals(jodder.getHome().getStreet(), jsonJodder.getHome().getStreet());
			assertEquals(jodder.getHome().getCity(), jsonJodder.getHome().getCity());

			assertEquals(jodder.getWork().getCity(), jsonJodder.getWork().getCity());

			assertEquals(jsonJodder, jsonJodder.getWork().getPerson());

			assertEquals(0, jsonJodder.getHobbies().size());
		});
	}

	@Test
	void testDeserializeWithPath() {
		JsonParsers.forEachParser(jsonParser -> {

			Person igor = creator.createJodder();
			Map map = new HashMap();
			map.put(""person"", igor);

			String json = new JsonSerializer().serialize(map);

			map = jsonParser.map(""values"", Person.class).parse(json);
			Person jsonIgor = (Person) map.get(""person"");

			assertNotNull(jsonIgor);
",1,CVE-2018-21234,CWE-502,oblac/jodd,9bffc3913aeb8472c11bb543243004b4b4376f16,java
"
    public KubernetesResource(JobManager jobManager) {
    	this.jobManager = jobManager;
	}
    
	@Path(""/job-context"")
	@Produces(MediaType.APPLICATION_OCTET_STREAM)
    @GET
    public byte[] getJobContext() {
		JobContext context = jobManager.getJobContext(getJobToken(), true);
		Map<String, Object> contextMap = new HashMap<>();
		contextMap.put(""commands"", context.getCommands());
		contextMap.put(""retrieveSource"", context.isRetrieveSource());
		contextMap.put(""cloneDepth"", context.getCloneDepth());
		contextMap.put(""projectName"", context.getProjectName());
		contextMap.put(""cloneInfo"", context.getCloneInfo());
		contextMap.put(""commitHash"", context.getCommitId().name());
		contextMap.put(""collectFiles.includes"", context.getCollectFiles().getIncludes());
		contextMap.put(""collectFiles.excludes"", context.getCollectFiles().getExcludes());
		return SerializationUtils.serialize((Serializable) contextMap);
    }
	
	@Path(""/allocate-job-caches"")
	@Consumes(MediaType.APPLICATION_OCTET_STREAM)
	@Produces(MediaType.APPLICATION_OCTET_STREAM)
    @POST
    public byte[] allocateJobCaches(byte[] cacheAllocationRequestBytes) {
		CacheAllocationRequest allocationRequest = (CacheAllocationRequest) SerializationUtils
				.deserialize(cacheAllocationRequestBytes);
		return SerializationUtils.serialize((Serializable) jobManager.allocateJobCaches(
				getJobToken(), allocationRequest.getCurrentTime(), allocationRequest.getInstances()));
    }
	
	@Path(""/report-job-caches"")
	@Consumes(MediaType.APPLICATION_OCTET_STREAM)
	@POST
	public void reportJobCaches(byte[] cacheInstanceBytes) {
		@SuppressWarnings(""unchecked"")
		Collection<CacheInstance> cacheInstances = (Collection<CacheInstance>) SerializationUtils
				.deserialize(cacheInstanceBytes);",1,CVE-2021-21243,CWE-502,theonedev/onedev,9637fc8fa461c5777282a0021c3deb1e7a48f137,java
"
    public byte[] getJobContext() {
		JobContext context = jobManager.getJobContext(getJobToken(), true);
		Map<String, Object> contextMap = new HashMap<>();
		contextMap.put(""commands"", context.getCommands());
		contextMap.put(""retrieveSource"", context.isRetrieveSource());
		contextMap.put(""cloneDepth"", context.getCloneDepth());
		contextMap.put(""projectName"", context.getProjectName());
		contextMap.put(""cloneInfo"", context.getCloneInfo());
		contextMap.put(""commitHash"", context.getCommitId().name());
		contextMap.put(""collectFiles.includes"", context.getCollectFiles().getIncludes());
		contextMap.put(""collectFiles.excludes"", context.getCollectFiles().getExcludes());
		return SerializationUtils.serialize((Serializable) contextMap);
    }
	
	@Path(""/allocate-job-caches"")
	@Consumes(MediaType.APPLICATION_OCTET_STREAM)
	@Produces(MediaType.APPLICATION_OCTET_STREAM)
    @POST
    public byte[] allocateJobCaches(byte[] cacheAllocationRequestBytes) {
		CacheAllocationRequest allocationRequest = (CacheAllocationRequest) SerializationUtils
				.deserialize(cacheAllocationRequestBytes);
		return SerializationUtils.serialize((Serializable) jobManager.allocateJobCaches(
				getJobToken(), allocationRequest.getCurrentTime(), allocationRequest.getInstances()));
    }
	
	@Path(""/report-job-caches"")
	@Consumes(MediaType.APPLICATION_OCTET_STREAM)
	@POST
	public void reportJobCaches(byte[] cacheInstanceBytes) {
		@SuppressWarnings(""unchecked"")
		Collection<CacheInstance> cacheInstances = (Collection<CacheInstance>) SerializationUtils
				.deserialize(cacheInstanceBytes);
		jobManager.reportJobCaches(getJobToken(), cacheInstances);
	}
	
	@Path(""/download-dependencies"")
	@Produces(MediaType.APPLICATION_OCTET_STREAM)
	@GET
	public Response downloadDependencies() {",1,CVE-2021-21243,CWE-502,theonedev/onedev,9637fc8fa461c5777282a0021c3deb1e7a48f137,java
"
    public byte[] allocateJobCaches(byte[] cacheAllocationRequestBytes) {
		CacheAllocationRequest allocationRequest = (CacheAllocationRequest) SerializationUtils
				.deserialize(cacheAllocationRequestBytes);
		return SerializationUtils.serialize((Serializable) jobManager.allocateJobCaches(
				getJobToken(), allocationRequest.getCurrentTime(), allocationRequest.getInstances()));
    }
	
	@Path(""/report-job-caches"")
	@Consumes(MediaType.APPLICATION_OCTET_STREAM)
	@POST
	public void reportJobCaches(byte[] cacheInstanceBytes) {
		@SuppressWarnings(""unchecked"")
		Collection<CacheInstance> cacheInstances = (Collection<CacheInstance>) SerializationUtils
				.deserialize(cacheInstanceBytes);
		jobManager.reportJobCaches(getJobToken(), cacheInstances);
	}
	
	@Path(""/download-dependencies"")
	@Produces(MediaType.APPLICATION_OCTET_STREAM)
	@GET
	public Response downloadDependencies() {
		StreamingOutput os = new StreamingOutput() {

			@Override
		   public void write(OutputStream output) throws IOException {
				JobContext context = jobManager.getJobContext(getJobToken(), true);
				TarUtils.tar(context.getServerWorkspace(), Lists.newArrayList(""**""), 
						new ArrayList<>(), output);
				output.flush();
		   }				   
		   
		};
		return Response.ok(os).build();
	}
	
	@POST
	@Path(""/upload-outcomes"")
	@Consumes(MediaType.APPLICATION_OCTET_STREAM)	
	public Response uploadOutcomes(InputStream is) {",1,CVE-2021-21243,CWE-502,theonedev/onedev,9637fc8fa461c5777282a0021c3deb1e7a48f137,java
"
    public XStream() {
        this(null, (Mapper)null, new XppDriver());
    }

    /**
     * Constructs an XStream with a special {@link ReflectionProvider}.
     * <p>
     * The instance will use the {@link XppDriver} as default.
     * </p>
     * 
     * @param reflectionProvider the reflection provider to use or <em>null</em> for best matching reflection provider
     * @throws InitializationException in case of an initialization problem
     */
    public XStream(ReflectionProvider reflectionProvider) {
        this(reflectionProvider, (Mapper)null, new XppDriver());
    }

    /**
     * Constructs an XStream with a special {@link HierarchicalStreamDriver}.
     * <p>
     * The instance will tries to determine the best match for the {@link ReflectionProvider} on its own.
     * </p>
     *
     * @param hierarchicalStreamDriver the driver instance
     * @throws InitializationException in case of an initialization problem
     */
    public XStream(HierarchicalStreamDriver hierarchicalStreamDriver) {
        this(null, (Mapper)null, hierarchicalStreamDriver);
    }

    /**
     * Constructs an XStream with a special {@link HierarchicalStreamDriver} and {@link ReflectionProvider}.
     * 
     * @param reflectionProvider the reflection provider to use or <em>null</em> for best matching Provider
     * @param hierarchicalStreamDriver the driver instance
     * @throws InitializationException in case of an initialization problem
     */
    public XStream(ReflectionProvider reflectionProvider, HierarchicalStreamDriver hierarchicalStreamDriver) {
        this(reflectionProvider, (Mapper)null, hierarchicalStreamDriver);",1,CVE-2021-29505,CWE-502,x-stream/xstream,f0c4a8d861b68ffc3119cfbbbd632deee624e227,java
"
    public XStream(ReflectionProvider reflectionProvider) {
        this(reflectionProvider, (Mapper)null, new XppDriver());
    }

    /**
     * Constructs an XStream with a special {@link HierarchicalStreamDriver}.
     * <p>
     * The instance will tries to determine the best match for the {@link ReflectionProvider} on its own.
     * </p>
     *
     * @param hierarchicalStreamDriver the driver instance
     * @throws InitializationException in case of an initialization problem
     */
    public XStream(HierarchicalStreamDriver hierarchicalStreamDriver) {
        this(null, (Mapper)null, hierarchicalStreamDriver);
    }

    /**
     * Constructs an XStream with a special {@link HierarchicalStreamDriver} and {@link ReflectionProvider}.
     * 
     * @param reflectionProvider the reflection provider to use or <em>null</em> for best matching Provider
     * @param hierarchicalStreamDriver the driver instance
     * @throws InitializationException in case of an initialization problem
     */
    public XStream(ReflectionProvider reflectionProvider, HierarchicalStreamDriver hierarchicalStreamDriver) {
        this(reflectionProvider, (Mapper)null, hierarchicalStreamDriver);
    }

    /**
     * Constructs an XStream with a special {@link HierarchicalStreamDriver}, {@link ReflectionProvider} and a prepared
     * {@link Mapper} chain.
     * 
     * @param reflectionProvider the reflection provider to use or <em>null</em> for best matching Provider
     * @param mapper the instance with the {@link Mapper} chain or <em>null</em> for the default chain
     * @param driver the driver instance
     * @throws InitializationException in case of an initialization problem
     * @deprecated As of 1.3, use {@link #XStream(ReflectionProvider, HierarchicalStreamDriver, ClassLoader, Mapper)}
     *             instead
     */",1,CVE-2021-29505,CWE-502,x-stream/xstream,f0c4a8d861b68ffc3119cfbbbd632deee624e227,java
"
    public XStream(HierarchicalStreamDriver hierarchicalStreamDriver) {
        this(null, (Mapper)null, hierarchicalStreamDriver);
    }

    /**
     * Constructs an XStream with a special {@link HierarchicalStreamDriver} and {@link ReflectionProvider}.
     * 
     * @param reflectionProvider the reflection provider to use or <em>null</em> for best matching Provider
     * @param hierarchicalStreamDriver the driver instance
     * @throws InitializationException in case of an initialization problem
     */
    public XStream(ReflectionProvider reflectionProvider, HierarchicalStreamDriver hierarchicalStreamDriver) {
        this(reflectionProvider, (Mapper)null, hierarchicalStreamDriver);
    }

    /**
     * Constructs an XStream with a special {@link HierarchicalStreamDriver}, {@link ReflectionProvider} and a prepared
     * {@link Mapper} chain.
     * 
     * @param reflectionProvider the reflection provider to use or <em>null</em> for best matching Provider
     * @param mapper the instance with the {@link Mapper} chain or <em>null</em> for the default chain
     * @param driver the driver instance
     * @throws InitializationException in case of an initialization problem
     * @deprecated As of 1.3, use {@link #XStream(ReflectionProvider, HierarchicalStreamDriver, ClassLoader, Mapper)}
     *             instead
     */
    public XStream(ReflectionProvider reflectionProvider, Mapper mapper, HierarchicalStreamDriver driver) {
        this(reflectionProvider, driver, new CompositeClassLoader(), mapper);
    }

    /**
     * Constructs an XStream with a special {@link HierarchicalStreamDriver}, {@link ReflectionProvider} and a
     * {@link ClassLoaderReference}.
     * 
     * @param reflectionProvider the reflection provider to use or <em>null</em> for best matching Provider
     * @param driver the driver instance
     * @param classLoaderReference the reference to the {@link ClassLoader} to use
     * @throws InitializationException in case of an init",1,CVE-2021-29505,CWE-502,x-stream/xstream,f0c4a8d861b68ffc3119cfbbbd632deee624e227,java
"

    public ScriptPluginProviderLoader(final File file, final File cachedir) {
        this.file = file;
        this.cachedir = cachedir;
    }

    @Override
    public boolean canLoadForService(final FrameworkSupportService service) {
        return service instanceof ScriptPluginProviderLoadable;
    }

    private PluginResourceLoader getResourceLoader() throws PluginException {
        if (null == resourceLoader) {
            synchronized (this) {
                if (null == resourceLoader) {
                    try {
                        ZipResourceLoader loader = new ZipResourceLoader(
                                new File(getFileCacheDir(), ""resources""),
                                file,
                                getPluginResourcesList(),
                                getFileBasename() + ""/"" + getResourcesBasePath()
                        );
                        loader.extractResources();
                        this.resourceLoader = loader;
                    } catch (IOException e) {
                        throw new PluginException(""Unable to expand plugin libs: "" + e.getMessage(), e);
                    }
                }
            }
        }
        return resourceLoader;
    }

    @Override
    public List<String> listResources() throws PluginException, IOException {
        if (supportsResources(getPluginMeta())) {
            return getResourceLoader().listResources();
        }
        return null;",1,CVE-2021-39132,CWE-502,rundeck/rundeck,850d12e21d22833bc148b7f458d7cb5949f829b6,java
"
    public boolean canLoadForService(final FrameworkSupportService service) {
        return service instanceof ScriptPluginProviderLoadable;
    }

    private PluginResourceLoader getResourceLoader() throws PluginException {
        if (null == resourceLoader) {
            synchronized (this) {
                if (null == resourceLoader) {
                    try {
                        ZipResourceLoader loader = new ZipResourceLoader(
                                new File(getFileCacheDir(), ""resources""),
                                file,
                                getPluginResourcesList(),
                                getFileBasename() + ""/"" + getResourcesBasePath()
                        );
                        loader.extractResources();
                        this.resourceLoader = loader;
                    } catch (IOException e) {
                        throw new PluginException(""Unable to expand plugin libs: "" + e.getMessage(), e);
                    }
                }
            }
        }
        return resourceLoader;
    }

    @Override
    public List<String> listResources() throws PluginException, IOException {
        if (supportsResources(getPluginMeta())) {
            return getResourceLoader().listResources();
        }
        return null;
    }

    @Override
    public InputStream openResourceStreamFor(final String name) throws PluginException, IOException {
        if (supportsResources(getPluginMeta())) {
            return getResourceLoader().openResourceStreamFor(name);
        }",1,CVE-2021-39132,CWE-502,rundeck/rundeck,850d12e21d22833bc148b7f458d7cb5949f829b6,java
"

    private PluginResourceLoader getResourceLoader() throws PluginException {
        if (null == resourceLoader) {
            synchronized (this) {
                if (null == resourceLoader) {
                    try {
                        ZipResourceLoader loader = new ZipResourceLoader(
                                new File(getFileCacheDir(), ""resources""),
                                file,
                                getPluginResourcesList(),
                                getFileBasename() + ""/"" + getResourcesBasePath()
                        );
                        loader.extractResources();
                        this.resourceLoader = loader;
                    } catch (IOException e) {
                        throw new PluginException(""Unable to expand plugin libs: "" + e.getMessage(), e);
                    }
                }
            }
        }
        return resourceLoader;
    }

    @Override
    public List<String> listResources() throws PluginException, IOException {
        if (supportsResources(getPluginMeta())) {
            return getResourceLoader().listResources();
        }
        return null;
    }

    @Override
    public InputStream openResourceStreamFor(final String name) throws PluginException, IOException {
        if (supportsResources(getPluginMeta())) {
            return getResourceLoader().openResourceStreamFor(name);
        }
        return null;
    }
",1,CVE-2021-39132,CWE-502,rundeck/rundeck,850d12e21d22833bc148b7f458d7cb5949f829b6,java
"
    public boolean isPacked(File workflowFile) throws IOException {
        if (workflowFile.length() > singleFileSizeLimit) {
            return false;
        }
        String fileContent = readFileToString(workflowFile);
        return fileContent.contains(""$graph"");
    }

    /**
     * Gets a list of workflows from a packed CWL file
     * @param packedFile The packed CWL file
     * @return The list of workflow overviews
     */
    public List<WorkflowOverview> getWorkflowOverviewsFromPacked(File packedFile) throws IOException {
        if (packedFile.length() <= singleFileSizeLimit) {
            List<WorkflowOverview> overviews = new ArrayList<>();

            JsonNode packedJson = yamlPathToJson(packedFile.toPath());

            if (packedJson.has(DOC_GRAPH)) {
                for (JsonNode jsonNode : packedJson.get(DOC_GRAPH)) {
                    if (extractProcess(jsonNode) == CWLProcess.WORKFLOW) {
                        WorkflowOverview overview = new WorkflowOverview(jsonNode.get(ID).asText(),
                                extractLabel(jsonNode), extractDoc(jsonNode));
                        overviews.add(overview);
                    }
                }
            } else {
                throw new IOException(""The file given was not recognised as a packed CWL file"");
            }

            return overviews;

        } else {
            throw new IOException(""File '"" + packedFile.getName() +  ""' is over singleFileSizeLimit - "" +
                    FileUtils.byteCountToDisplaySize(packedFile.length()) + ""/"" +
                    FileUtils.byteCountToDisplaySize(singleFileSizeLimit));
        }
    }",1,CVE-2021-41110,CWE-502,common-workflow-language/cwlviewer,f6066f09edb70033a2ce80200e9fa9e70a5c29de,java
"
    public List<WorkflowOverview> getWorkflowOverviewsFromPacked(File packedFile) throws IOException {
        if (packedFile.length() <= singleFileSizeLimit) {
            List<WorkflowOverview> overviews = new ArrayList<>();

            JsonNode packedJson = yamlPathToJson(packedFile.toPath());

            if (packedJson.has(DOC_GRAPH)) {
                for (JsonNode jsonNode : packedJson.get(DOC_GRAPH)) {
                    if (extractProcess(jsonNode) == CWLProcess.WORKFLOW) {
                        WorkflowOverview overview = new WorkflowOverview(jsonNode.get(ID).asText(),
                                extractLabel(jsonNode), extractDoc(jsonNode));
                        overviews.add(overview);
                    }
                }
            } else {
                throw new IOException(""The file given was not recognised as a packed CWL file"");
            }

            return overviews;

        } else {
            throw new IOException(""File '"" + packedFile.getName() +  ""' is over singleFileSizeLimit - "" +
                    FileUtils.byteCountToDisplaySize(packedFile.length()) + ""/"" +
                    FileUtils.byteCountToDisplaySize(singleFileSizeLimit));
        }
    }

    /**
     * Gets the Workflow object from internal parsing. 
     * Note, the length of the stream is not checked.
     *  
     * @param workflowStream The workflow stream to be parsed
     * @param packedWorkflowId The ID of the workflow object if the file is packed. <code>null</code> means the workflow is not expected to be packed, while """" means the first workflow found is used, packed or non-packed.
     * @param defaultLabel Label to give workflow if not set
     * @return The constructed workflow object
     */
    public Workflow parseWorkflowNative(InputStream workflowStream, String packedWorkflowId, String defaultLabel) throws IOException {
        // Parse file as yaml
        JsonNode cwlFile = yamlStreamToJson(workflowStream);",1,CVE-2021-41110,CWE-502,common-workflow-language/cwlviewer,f6066f09edb70033a2ce80200e9fa9e70a5c29de,java
"
    public Workflow parseWorkflowNative(InputStream workflowStream, String packedWorkflowId, String defaultLabel) throws IOException {
        // Parse file as yaml
        JsonNode cwlFile = yamlStreamToJson(workflowStream);

        // Check packed workflow occurs
        boolean found = false;
        if (packedWorkflowId != null) {
            if (cwlFile.has(DOC_GRAPH)) {
                for (JsonNode jsonNode : cwlFile.get(DOC_GRAPH)) {
                    if (extractProcess(jsonNode) == CWLProcess.WORKFLOW) {
                        String currentId = jsonNode.get(ID).asText();
                        if (currentId.startsWith(""#"")) {
                            currentId = currentId.substring(1);
                        }
                        if (packedWorkflowId.isEmpty() || currentId.equals(packedWorkflowId)) {
                            cwlFile = jsonNode;
                            found = true;
                            break;
                        }
                    }
                }
            }
            if (!found && ! packedWorkflowId.isEmpty()) throw new WorkflowNotFoundException();
        }
        if (! found && extractProcess(cwlFile) == CWLProcess.WORKFLOW) {
        	// Check the current json node is a workflow
        	found = true;
        }
        if (! found) {
            throw new WorkflowNotFoundException();
        }

        // Use filename for label if there is no defined one
        String label = extractLabel(cwlFile);
        if (label == null) {
            label = defaultLabel;
        }

        // Construct the rest of the workflow model",1,CVE-2021-41110,CWE-502,common-workflow-language/cwlviewer,f6066f09edb70033a2ce80200e9fa9e70a5c29de,java
"

    public static ParserConfig getGlobalInstance() {
        return global;
    }
    public static ParserConfig                              global                = new ParserConfig();

    private final IdentityHashMap<Type, ObjectDeserializer> deserializers         = new IdentityHashMap<Type, ObjectDeserializer>();
    private final IdentityHashMap<Type, IdentityHashMap<Type, ObjectDeserializer>> mixInDeserializers = new IdentityHashMap<Type, IdentityHashMap<Type, ObjectDeserializer>>(16);
    private final ConcurrentMap<String,Class<?>>            typeMapping           = new ConcurrentHashMap<String,Class<?>>(16, 0.75f, 1);

    private boolean                                         asmEnable             = !ASMUtils.IS_ANDROID;

    public final SymbolTable                                symbolTable           = new SymbolTable(4096);

    public PropertyNamingStrategy                           propertyNamingStrategy;

    protected ClassLoader                                   defaultClassLoader;

    protected ASMDeserializerFactory                        asmFactory;

    private static boolean                                  awtError              = false;
    private static boolean                                  jdk8Error             = false;
    private static boolean                                  jodaError             = false;
    private static boolean                                  guavaError            = false;

    private boolean                                         autoTypeSupport       = AUTO_SUPPORT;
    private long[]                                          internalDenyHashCodes;
    private long[]                                          denyHashCodes;
    private long[]                                          acceptHashCodes;


    public final boolean                                    fieldBased;
    private boolean                                         jacksonCompatible     = false;

    public boolean                         ",1,CVE-2022-25845,CWE-502,alibaba/fastjson,35db4adad70c32089542f23c272def1ad920a60d,java
